Name,EndsVowel,EndsA,LenGt5,StartsVowel,HasY,IsFemale
Douglass,0,0,1,0,0,0
Blanca,1,1,1,0,0,1
Dwayne,1,0,1,0,1,0
Florence,1,0,1,0,0,1
Cookie,1,0,1,0,0,1
Nicolette,1,0,1,0,0,1
Flower,0,0,1,0,0,1
Douglis,0,0,1,0,0,0
Aggi,1,0,0,1,0,1
Allsun,0,0,1,1,0,1
Bennett,0,0,1,0,0,0
Elliot,0,0,1,1,0,0
Holli,1,0,0,0,0,1
Gordie,1,0,1,0,0,0
Rebeka,1,1,1,0,0,1
Evangelia,1,1,1,1,0,1
Annalena,1,1,1,1,0,1
Kelwin,0,0,1,0,0,0
Elissa,1,1,1,1,0,1
Abby,0,0,0,1,1,1
Gabi,1,0,0,0,0,1
Terrell,0,0,1,0,0,0
Dacia,1,1,0,0,0,1
Daune,1,0,0,0,0,1
Baillie,1,0,1,0,0,0
Harmonie,1,0,1,0,0,1
Kendra,1,1,1,0,0,1
Fitzgerald,0,0,1,0,0,0
Brody,0,0,0,0,1,0
Myrna,1,1,0,0,1,1
Myrtice,1,0,1,0,1,1
Zarah,0,0,0,0,0,1
Glenn,0,0,0,0,0,0
Milicent,0,0,1,0,0,1
Jonis,0,0,0,0,0,1
Eolande,1,0,1,1,0,1
Ariel,0,0,0,1,0,0
Dionis,0,0,1,0,0,1
Nikoletta,1,1,1,0,0,1
Henrik,0,0,1,0,0,0
Guillaume,1,0,1,0,0,0
Morton,0,0,1,0,0,0
Gaston,0,0,1,0,0,0
Rudolph,0,0,1,0,0,0
Dody,0,0,0,0,1,1
Devin,0,0,0,0,0,0
Hymie,1,0,0,0,1,0
Raynor,0,0,1,0,1,0
Briana,1,1,1,0,0,1
Kathe,1,0,0,0,0,1
Barbe,1,0,0,0,0,1
Helen,0,0,0,0,0,1
Kirstin,0,0,1,0,0,1
Jeanna,1,1,1,0,0,1
Jaimie,1,0,1,0,0,1
Legra,1,1,0,0,0,1
Marcus,0,0,1,0,0,0
Robinett,0,0,1,0,0,1
Carolan,0,0,1,0,0,1
Tedra,1,1,0,0,0,1
Allis,0,0,0,1,0,1
Justine,1,0,1,0,0,1
Leticia,1,1,1,0,0,1
Simmonds,0,0,1,0,0,0
Teresina,1,1,1,0,0,1
Jeannette,1,0,1,0,0,1
Doro,0,0,0,0,0,1
Carola,1,1,1,0,0,1
Wendeline,1,0,1,0,0,1
Claretta,1,1,1,0,0,1
Dyane,1,0,0,0,1,1
Jameson,0,0,1,0,0,0
Donielle,1,0,1,0,0,1
Odelle,1,0,1,1,0,1
Quill,0,0,0,0,0,0
Poul,0,0,0,0,0,0
Bartholomeo,0,0,1,0,0,0
Bjorne,1,0,1,0,0,0
Greta,1,1,0,0,0,1
Berti,1,0,0,0,0,1
Ajay,0,0,0,1,1,1
Pavla,1,1,0,0,0,1
Neil,0,0,0,0,0,0
Peria,1,1,0,0,0,1
Candie,1,0,1,0,0,1
Alexia,1,1,1,1,0,1
Cesar,0,0,0,0,0,0
Waylen,0,0,1,0,1,0
Kittie,1,0,1,0,0,1
Hendrick,0,0,1,0,0,0
Alta,1,1,0,1,0,1
Friederike,1,0,1,0,0,1
Sammy,0,0,0,0,1,0
Emmalynne,1,0,1,1,1,1
Martita,1,1,1,0,0,1
Dulcea,1,1,1,0,0,1
Emili,1,0,0,1,0,1
Eveline,1,0,1,1,0,1
Roselle,1,0,1,0,0,1
Charlot,0,0,1,0,0,1
Thaddus,0,0,1,0,0,0
Marys,0,0,0,0,1,1
Rebe,0,0,0,0,0,1
Lawerence,1,0,1,0,0,0
Micheil,0,0,1,0,0,0
Marillin,0,0,1,0,0,1
Sarah,0,0,0,0,0,1
Davey,0,0,0,0,1,0
Walt,0,0,0,0,0,0
Kary,0,0,0,0,1,1
Laural,0,0,1,0,0,1
Veronika,1,1,1,0,0,1
Rheta,1,1,0,0,0,1
Foster,0,0,1,0,0,0
Tobe,0,0,0,0,0,0
Si,1,0,0,0,0,0
Dov,0,0,0,0,0,0
Jolie,1,0,0,0,0,1
Noach,0,0,0,0,0,0
Ezra,1,1,0,1,0,0
Neddy,0,0,0,0,1,0
Stavros,0,0,1,0,0,0
Ricca,1,1,0,0,0,1
Shane,1,0,0,0,0,0
Samantha,1,1,1,0,0,1
Siffre,1,0,1,0,0,0
Roseanna,1,1,1,0,0,1
Malynda,1,1,1,0,1,1
Cherianne,1,0,1,0,0,1
Leelah,0,0,1,0,0,1
Rita,1,1,0,0,0,1
Susanne,1,0,1,0,0,1
Gussi,1,0,0,0,0,1
Ossie,1,0,0,1,0,0
Mia,1,1,0,0,0,1
Wini,1,0,0,0,0,1
Faunie,1,0,1,0,0,1
Colette,1,0,1,0,0,1
Anne,0,0,0,1,0,1
Shannen,0,0,1,0,0,1
Keri,1,0,0,0,0,1
Ericha,1,1,1,1,0,1
Ware,0,0,0,0,0,0
Keslie,1,0,1,0,0,1
Vitoria,1,1,1,0,0,1
Zorah,0,0,0,0,0,1
Amandy,0,0,1,1,1,1
Kourtney,0,0,1,0,1,1
Marline,1,0,1,0,0,1
Finn,0,0,0,0,0,0
Cy,0,0,0,0,1,0
Elmer,0,0,0,1,0,0
Rabi,1,0,0,0,0,0
Salvidor,0,0,1,0,0,0
Trina,1,1,0,0,0,1
Colin,0,0,0,0,0,0
Henriette,1,0,1,0,0,1
Geralda,1,1,1,0,0,1
Goober,0,0,1,0,0,0
Cicily,0,0,1,0,1,1
Edee,0,0,0,1,0,1
Eden,0,0,0,1,0,1
Jacquenetta,1,1,1,0,0,1
Sephira,1,1,1,0,0,1
Vin,0,0,0,0,0,0
Dalenna,1,1,1,0,0,1
Yank,0,0,0,1,1,0
Dyan,0,0,0,0,1,1
Sibylla,1,1,1,0,1,1
Pavia,1,1,0,0,0,1
Kassia,1,1,1,0,0,1
Marcelline,1,0,1,0,0,1
Rae,0,0,0,0,0,1
Hank,0,0,0,0,0,0
Janet,0,0,0,0,0,1
Birgitta,1,1,1,0,0,1
Tymothy,0,0,1,0,1,0
Selene,1,0,1,0,0,1
Brandie,1,0,1,0,0,1
Audi,1,0,0,1,0,1
Martguerita,1,1,1,0,0,1
Gayleen,0,0,1,0,1,1
Philippe,1,0,1,0,0,1
Prunella,1,1,1,0,0,1
Carlen,0,0,1,0,0,1
Dollie,1,0,1,0,0,1
Tandie,1,0,1,0,0,1
Tonnie,1,0,1,0,0,0
Hillery,0,0,1,0,1,0
Avis,0,0,0,1,0,1
Wilburn,0,0,1,0,0,0
Tedman,0,0,1,0,0,0
Muhammad,0,0,1,0,0,0
Shirline,1,0,1,0,0,1
Arabele,1,0,1,1,0,1
Robin,0,0,0,0,0,0
Nova,1,1,0,0,0,1
Rheba,1,1,0,0,0,1
Christie,1,0,1,0,0,0
Bambie,1,0,1,0,0,1
Clarinda,1,1,1,0,0,1
Estella,1,1,1,1,0,1
Elysha,1,1,1,1,1,1
Meggi,1,0,0,0,0,1
Stormy,0,0,1,0,1,1
Aurel,0,0,0,1,0,1
Holly,0,0,0,0,1,0
Brook,0,0,0,0,0,0
Mabelle,1,0,1,0,0,1
Geeta,1,1,0,0,0,1
Zeb,0,0,0,0,0,0
Catherina,1,1,1,0,0,1
Giana,1,1,0,0,0,1
Willette,1,0,1,0,0,1
Ellie,1,0,0,1,0,1
Jany,0,0,0,0,1,1
Zorine,1,0,1,0,0,1
Mohan,0,0,0,0,0,0
Sylvia,1,1,1,0,1,1
Dorris,0,0,1,0,0,1
Horatio,0,0,1,0,0,0
Andrej,0,0,1,1,0,0
Hester,0,0,1,0,0,1
Randee,1,0,1,0,0,1
Marni,1,0,0,0,0,1
Chrystal,0,0,1,0,1,1
Hatty,0,0,0,0,1,1
Caresse,1,0,1,0,0,1
Collie,1,0,1,0,0,1
Markos,0,0,1,0,0,0
Beau,0,0,0,0,0,1
Noble,1,0,0,0,0,0
Archon,0,0,1,1,0,0
Roxie,1,0,0,0,0,1
Roice,1,0,0,0,0,0
Evelyn,0,0,1,1,1,0
Liam,0,0,0,0,0,0
Emmalyn,0,0,1,1,1,1
Liliane,1,0,1,0,0,1
Roseline,1,0,1,0,0,1
Carlyle,1,0,1,0,1,0
Myke,0,0,0,0,1,0
Joey,0,0,0,0,1,1
Donovan,0,0,1,0,0,0
Saba,1,1,0,0,0,1
Marianne,1,0,1,0,0,1
Lew,0,0,0,0,0,0
Jordanna,1,1,1,0,0,1
Arlyne,1,0,1,1,1,1
Tedi,1,0,0,0,0,1
Alix,0,0,0,1,0,1
Brietta,1,1,1,0,0,1
Rafaelita,1,1,1,0,0,1
Stanwood,0,0,1,0,0,0
Danna,1,1,0,0,0,1
Jasper,0,0,1,0,0,0
Evania,1,1,1,1,0,1
Willis,0,0,1,0,0,0
Ramona,1,1,1,0,0,1
Laurella,1,1,1,0,0,1
Freddy,0,0,1,0,1,1
Marlow,0,0,1,0,0,0
Tessy,0,0,0,0,1,1
Raynell,0,0,1,0,1,1
Brooks,0,0,1,0,0,1
Elle,0,0,0,1,0,1
Johnette,1,0,1,0,0,1
Ansley,0,0,1,1,1,1
Maddie,1,0,1,0,0,0
Catriona,1,1,1,0,0,1
Henrieta,1,1,1,0,0,1
George,1,0,1,0,0,1
Carmon,0,0,1,0,0,1
Timotheus,0,0,1,0,0,0
Sasha,1,1,0,0,0,0
Donny,0,0,0,0,1,1
Melania,1,1,1,0,0,1
Anny,0,0,0,1,1,1
Barbie,1,0,1,0,0,1
Nicolea,1,1,1,0,0,1
Agnella,1,1,1,1,0,1
Jemmie,1,0,1,0,0,1
Kaila,1,1,0,0,0,1
Jilli,1,0,0,0,0,1
Padraig,0,0,1,0,0,0
Jenilee,1,0,1,0,0,1
Mignon,0,0,1,0,0,1
Piper,0,0,0,0,0,1
Flossi,1,0,1,0,0,1
Candice,1,0,1,0,0,1
Tom,0,0,0,0,0,0
Myrtie,1,0,1,0,1,1
Antonie,1,0,1,1,0,1
Carrol,0,0,1,0,0,1
Willard,0,0,1,0,0,0
Kyrstin,0,0,1,0,1,1
Sherman,0,0,1,0,0,0
Cordelie,1,0,1,0,0,1
Holly-Anne,1,0,1,0,1,1
Yule,0,0,0,1,1,0
Juanita,1,1,1,0,0,1
Jehu,0,0,0,0,0,0
Buddy,0,0,0,0,1,0
Timothy,0,0,1,0,1,0
Cody,0,0,0,0,1,0
Benson,0,0,1,0,0,0
Sharyl,0,0,1,0,1,1
Cinnamon,0,0,1,0,0,1
Minette,1,0,1,0,0,1
Maiga,1,1,0,0,0,1
Hersh,0,0,0,0,0,0
Carlos,0,0,1,0,0,0
Reynolds,0,0,1,0,1,0
Nelson,0,0,1,0,0,0
Yacov,0,0,0,1,1,0
Travers,0,0,1,0,0,0
Dwight,0,0,1,0,0,0
Stevy,0,0,0,0,1,0
Alton,0,0,0,1,0,0
Karen,0,0,0,0,0,1
Saxe,0,0,0,0,0,0
Estrella,1,1,1,1,0,1
Linet,0,0,0,0,0,1
Alessandra,1,1,1,1,0,1
Fiann,0,0,0,0,0,1
Puff,0,0,0,0,0,0
Theodora,1,1,1,0,0,1
Alia,1,1,0,1,0,1
Trudie,1,0,1,0,0,1
Wiatt,0,0,0,0,0,0
Rodie,1,0,0,0,0,1
Briggs,0,0,1,0,0,0
Libbi,1,0,0,0,0,1
Adrea,1,1,0,1,0,1
Annamari,1,0,1,1,0,1
Cindie,1,0,1,0,0,1
Shelly,0,0,1,0,1,1
Berrie,1,0,1,0,0,1
Odie,0,0,0,1,0,0
Corrine,1,0,1,0,0,1
Opal,0,0,0,1,0,1
Aveline,1,0,1,1,0,1
Corine,1,0,1,0,0,1
Samuel,0,0,1,0,0,0
Valeda,1,1,1,0,0,1
Garey,0,0,0,0,1,0
Judith,0,0,1,0,0,0
Nanci,1,0,0,0,0,1
Dani,1,0,0,0,0,1
Andi,1,0,0,1,0,1
Virgina,1,1,1,0,0,1
Gerrard,0,0,1,0,0,0
Jeffrey,0,0,1,0,1,0
Darby,0,0,0,0,1,0
Jordan,0,0,1,0,0,1
Alex,0,0,0,1,0,1
Raine,1,0,0,0,0,1
Kara-Lynn,0,0,1,0,1,1
Ronald,0,0,1,0,0,0
Verla,1,1,0,0,0,1
Goldie,1,0,1,0,0,1
Becka,1,1,0,0,0,1
Iolanthe,1,0,1,1,0,1
Rozelle,1,0,1,0,0,1
Geoff,0,0,0,0,0,0
Charlotta,1,1,1,0,0,1
Hadria,1,1,1,0,0,1
Collin,0,0,1,0,0,0
Zabrina,1,1,1,0,0,1
Aeriela,1,1,1,1,0,1
Marigold,0,0,1,0,0,1
Aguinaldo,0,0,1,1,0,0
Lenka,1,1,0,0,0,1
Ignace,1,0,1,1,0,0
Marven,0,0,1,0,0,0
Jerrilee,1,0,1,0,0,1
Feodora,1,1,1,0,0,1
Bary,0,0,0,0,1,0
Fran,0,0,0,0,0,0
Jamima,1,1,1,0,0,1
Mendel,0,0,1,0,0,0
Aubert,0,0,1,1,0,0
Emilio,0,0,1,1,0,0
Havivah,0,0,1,0,0,1
Kimmo,0,0,0,0,0,0
Jesse,1,0,0,0,0,1
Andrzej,0,0,1,1,0,0
Wilmette,1,0,1,0,0,1
Gavrielle,1,0,1,0,0,1
Dari,1,0,0,0,0,1
Penni,1,0,0,0,0,1
Ragnhild,0,0,1,0,0,1
Audra,1,1,0,1,0,1
Lloyd,0,0,0,0,1,0
Maury,0,0,0,0,1,0
Parry,0,0,0,0,1,0
Lilli,1,0,0,0,0,1
Debbi,1,0,0,0,0,1
Clementia,1,1,1,0,0,1
Goddard,0,0,1,0,0,0
Ulla,1,1,0,1,0,1
Wendel,0,0,1,0,0,0
Kikelia,1,1,1,0,0,1
Buck,0,0,0,0,0,0
Waylon,0,0,1,0,1,0
Noemi,1,0,0,0,0,1
Mirabel,0,0,1,0,0,1
Martino,0,0,1,0,0,0
Ulrick,0,0,1,1,0,0
Ann-Marie,1,0,1,1,0,1
Merrile,1,0,1,0,0,1
Sondra,1,1,1,0,0,1
Marie-Ann,0,0,1,0,0,1
Henrie,1,0,1,0,0,0
Merrill,0,0,1,0,0,1
Hunter,0,0,1,0,0,0
Tabatha,1,1,1,0,0,1
Kamillah,0,0,1,0,0,1
Mellisent,0,0,1,0,0,1
Ollie,1,0,0,1,0,1
Tisha,1,1,0,0,0,1
Klara,1,1,0,0,0,1
Modesta,1,1,1,0,0,1
Dora,1,1,0,0,0,1
Clementina,1,1,1,0,0,1
Malcah,0,0,1,0,0,1
Theodosia,1,1,1,0,0,1
Raina,1,1,0,0,0,1
Eustacia,1,1,1,1,0,1
Nerissa,1,1,1,0,0,1
Ainslee,1,0,1,1,0,1
Joyce,1,0,0,0,1,1
Bernie,1,0,1,0,0,0
Felita,1,1,1,0,0,1
Caro,0,0,0,0,0,1
Ulrica,1,1,1,1,0,1
Tyler,0,0,0,0,1,0
Leila,1,1,0,0,0,1
Gerta,1,1,0,0,0,1
Catrina,1,1,1,0,0,1
Friedric,0,0,1,0,0,0
Lazare,1,0,1,0,0,0
Lillian,0,0,1,0,0,1
Nester,0,0,1,0,0,0
Tybie,1,0,0,0,1,1
Patrica,1,1,1,0,0,1
Kathlin,0,0,1,0,0,1
Staffard,0,0,1,0,0,0
Lorraine,1,0,1,0,0,1
Timmy,0,0,0,0,1,1
Norrie,1,0,1,0,0,1
Dido,0,0,0,0,0,1
Tanner,0,0,1,0,0,0
Randi,1,0,0,0,0,0
Nev,0,0,0,0,0,0
Devonna,1,1,1,0,0,1
Marie-Jeanne,1,0,1,0,0,1
Kenton,0,0,1,0,0,0
Remy,0,0,0,0,1,1
Leta,1,1,0,0,0,1
Lorne,1,0,0,0,0,0
Davidde,1,0,1,0,0,0
Gunvor,0,0,1,0,0,1
Doralyn,0,0,1,0,1,1
Becca,1,1,0,0,0,1
Joelle,1,0,1,0,0,1
Karsten,0,0,1,0,0,0
Jack,0,0,0,0,0,0
Tamra,1,1,0,0,0,1
Annalee,1,0,1,1,0,1
Tracee,1,0,1,0,0,1
Erik,0,0,0,1,0,0
Sharron,0,0,1,0,0,1
Thomasin,0,0,1,0,0,1
Seymour,0,0,1,0,1,0
Anthia,1,1,1,1,0,1
Raj,0,0,0,0,0,0
Dahlia,1,1,1,0,0,1
Kirbie,1,0,1,0,0,1
Kendrick,0,0,1,0,0,0
Jazmin,0,0,1,0,0,1
Lorianne,1,0,1,0,0,1
Adrianne,1,0,1,1,0,1
Laurena,1,1,1,0,0,1
Sharlene,1,0,1,0,0,1
Rodney,0,0,1,0,1,0
Kane,0,0,0,0,0,0
Valentine,1,0,1,0,0,1
Tove,0,0,0,0,0,1
Stew,0,0,0,0,0,0
Ola,1,1,0,1,0,1
Adora,1,1,0,1,0,1
Jessy,0,0,0,0,1,1
Flossie,1,0,1,0,0,1
Aila,1,1,0,1,0,1
Grier,0,0,0,0,0,1
Stirling,0,0,1,0,0,0
Madelon,0,0,1,0,0,1
Juergen,0,0,1,0,0,0
Francesco,0,0,1,0,0,0
Winnah,0,0,1,0,0,1
Devonne,1,0,1,0,0,1
Alaa,1,1,0,1,0,0
Mureil,0,0,1,0,0,1
Corrie,1,0,1,0,0,1
Nettie,1,0,1,0,0,1
Leopold,0,0,1,0,0,0
Ulrich,0,0,1,1,0,0
Jenette,1,0,1,0,0,1
Haskel,0,0,1,0,0,0
Ranna,1,1,0,0,0,1
Eugenia,1,1,1,1,0,1
Carlisle,1,0,1,0,0,1
Tommie,1,0,1,0,0,1
Erich,0,0,0,1,0,0
Mariejeanne,1,0,1,0,0,1
Nathalie,1,0,1,0,0,1
Jillie,1,0,1,0,0,1
Darla,1,1,0,0,0,1
Abram,0,0,0,1,0,0
Marylee,1,0,1,0,1,1
Cacilie,1,0,1,0,0,1
Ruthie,1,0,1,0,0,1
Tabbitha,1,1,1,0,0,1
Nolana,1,1,1,0,0,1
Hallie,1,0,1,0,0,1
Fayth,0,0,0,0,1,1
Heidi,1,0,0,0,0,1
Celia,1,1,0,0,0,1
Jolee,1,0,0,0,0,1
Fabio,0,0,0,0,0,0
Mitchell,0,0,1,0,0,0
Gita,1,1,0,0,0,1
Anabelle,1,0,1,1,0,1
Wilmer,0,0,1,0,0,0
Leesa,1,1,0,0,0,1
Edin,0,0,0,1,0,1
Sibby,0,0,0,0,1,1
Eilis,0,0,0,1,0,1
Olive,1,0,0,1,0,1
Trula,1,1,0,0,0,1
Dianemarie,1,0,1,0,0,1
Solange,1,0,1,0,0,1
Hertha,1,1,1,0,0,1
Malia,1,1,0,0,0,1
Rudy,0,0,0,0,1,0
Cordy,0,0,0,0,1,1
Barnett,0,0,1,0,0,0
Toma,1,1,0,0,0,1
Ronnica,1,1,1,0,0,1
Chad,0,0,0,0,0,0
Emmott,0,0,1,1,0,0
Joyous,0,0,1,0,1,1
Derby,0,0,0,0,1,0
Mordecai,1,0,1,0,0,0
Northrop,0,0,1,0,0,0
Polly,0,0,0,0,1,1
Bessie,1,0,1,0,0,1
Jakob,0,0,0,0,0,0
Alexis,0,0,1,1,0,1
Carley,0,0,1,0,1,1
Catlee,1,0,1,0,0,1
Cristy,0,0,1,0,1,1
Franny,0,0,1,0,1,1
Alica,1,1,0,1,0,1
Tully,0,0,0,0,1,0
Savina,1,1,1,0,0,1
Halette,1,0,1,0,0,1
Fitz,0,0,0,0,0,0
Otha,1,1,0,1,0,1
Earl,0,0,0,1,0,0
Traci,1,0,0,0,0,1
Allianora,1,1,1,1,0,1
Francesca,1,1,1,0,0,1
Leon,0,0,0,0,0,0
Huntley,0,0,1,0,1,0
Moss,0,0,0,0,0,0
Trixy,0,0,0,0,1,1
Malka,1,1,0,0,0,1
Deeanne,1,0,1,0,0,1
Glenda,1,1,1,0,0,1
Grace,1,0,0,0,0,0
Yvette,1,0,1,1,1,1
Marlane,1,0,1,0,0,1
Wilma,1,1,0,0,0,1
Cobb,0,0,0,0,0,0
Agnola,1,1,1,1,0,1
Frieda,1,1,1,0,0,1
Riccardo,0,0,1,0,0,0
Chane,1,0,0,0,0,0
Jeanne,1,0,1,0,0,1
Valaree,1,0,1,0,0,1
Flemming,0,0,1,0,0,0
Rosalie,1,0,1,0,0,1
Tabor,0,0,0,0,0,0
Lezlie,1,0,1,0,0,1
Mersey,0,0,1,0,1,1
Diannne,1,0,1,0,0,1
Ethyl,0,0,0,1,1,1
Micaela,1,1,1,0,0,1
Muire,1,0,0,0,0,1
Kyle,0,0,0,0,1,1
Joline,1,0,1,0,0,1
Rosetta,1,1,1,0,0,1
Woodie,1,0,1,0,0,0
Natassia,1,1,1,0,0,1
Ebeneser,0,0,1,1,0,0
Edy,0,0,0,1,1,1
Shay,0,0,0,0,1,1
Marguerite,1,0,1,0,0,1
Werner,0,0,1,0,0,0
Bartholemy,0,0,1,0,1,0
Roxi,1,0,0,0,0,1
Renault,0,0,1,0,0,0
Sal,0,0,0,0,0,0
Gretchen,0,0,1,0,0,0
Hilary,0,0,1,0,1,0
Emmaline,1,0,1,1,0,1
Ranique,1,0,1,0,0,1
Sargent,0,0,1,0,0,0
Missy,0,0,0,0,1,1
Emanuel,0,0,1,1,0,0
Sorcha,1,1,1,0,0,1
Ashely,0,0,1,1,1,1
Carmella,1,1,1,0,0,1
Myles,0,0,0,0,1,0
Amos,0,0,0,1,0,0
Tynan,0,0,0,0,1,0
Chuck,0,0,0,0,0,0
Duke,0,0,0,0,0,0
Terry,0,0,0,0,1,0
Kimberley,0,0,1,0,1,1
Eugen,0,0,0,1,0,0
Chelsy,0,0,1,0,1,1
Tallie,1,0,1,0,0,1
Roxanna,1,1,1,0,0,1
Noelle,1,0,1,0,0,1
Aprilette,1,0,1,1,0,1
Grethel,0,0,1,0,0,1
Daria,1,1,0,0,0,1
Stewart,0,0,1,0,0,0
Christalle,1,0,1,0,0,1
Obadiah,0,0,1,1,0,0
Kitty,0,0,0,0,1,1
Melony,0,0,1,0,1,1
Ashlen,0,0,1,1,0,1
Hezekiah,0,0,1,0,0,0
Astra,1,1,0,1,0,1
Bill,0,0,0,0,0,0
Mair,0,0,0,0,0,1
Rasia,1,1,0,0,0,1
Marya,1,1,0,0,1,1
Crystal,0,0,1,0,1,1
Nari,1,0,0,0,0,1
Dulce,1,0,0,0,0,1
Henri,1,0,0,0,0,0
Wolfgang,0,0,1,0,0,0
Ashley,0,0,1,1,1,0
Gilly,0,0,0,0,1,1
Jami,1,0,0,0,0,1
Carmelia,1,1,1,0,0,1
Kelsy,0,0,0,0,1,1
Joe,0,0,0,0,0,0
Atlante,1,0,1,1,0,1
Imelda,1,1,1,1,0,1
Maxi,1,0,0,0,0,1
Stearne,1,0,1,0,0,0
Aram,0,0,0,1,0,0
Filide,1,0,1,0,0,1
Jada,1,1,0,0,0,1
Clare,1,0,0,0,0,1
Jacquie,1,0,1,0,0,1
Lorenza,1,1,1,0,0,1
Shannan,0,0,1,0,0,0
Dorthy,0,0,1,0,1,1
Rafaela,1,1,1,0,0,1
Hamil,0,0,0,0,0,0
Odessa,1,1,1,1,0,1
Devon,0,0,0,0,0,0
Emery,0,0,0,1,1,0
Natalina,1,1,1,0,0,1
Tabbie,1,0,1,0,0,1
Karl,0,0,0,0,0,0
Geneva,1,1,1,0,0,1
Lara,1,1,0,0,0,1
Tome,0,0,0,0,0,0
Vachel,0,0,1,0,0,0
Elonore,1,0,1,1,0,1
Louisa,1,1,1,0,0,1
Mathilde,1,0,1,0,0,1
Shayne,1,0,1,0,1,0
Shaina,1,1,1,0,0,1
Ofilia,1,1,1,1,0,1
Kandy,0,0,0,0,1,1
Ilka,1,1,0,1,0,1
Sashenka,1,1,1,0,0,1
Elizabeth,0,0,1,1,0,1
Perl,0,0,0,0,0,1
Oneida,1,1,1,1,0,1
Caryn,0,0,0,0,1,1
Jenica,1,1,1,0,0,1
Danika,1,1,1,0,0,1
Schroeder,0,0,1,0,0,0
Fenelia,1,1,1,0,0,1
Pippa,1,1,0,0,0,1
Britney,0,0,1,0,1,1
Chantalle,1,0,1,0,0,1
Delly,0,0,0,0,1,1
Beilul,0,0,1,0,0,1
Lyndy,0,0,0,0,1,1
Patty,0,0,0,0,1,1
Connolly,0,0,1,0,1,0
Darcy,0,0,0,0,1,0
Lois,0,0,0,0,0,1
Audre,1,0,0,1,0,1
Bobette,1,0,1,0,0,1
Yancey,0,0,1,1,1,0
Cindee,1,0,1,0,0,1
Sallie,1,0,1,0,0,1
Angelica,1,1,1,1,0,1
Madge,1,0,0,0,0,1
Cosette,1,0,1,0,0,1
Rob,0,0,0,0,0,0
Vinod,0,0,0,0,0,0
Edithe,1,0,1,1,0,1
Renie,1,0,0,0,0,1
Anya,1,1,0,1,1,1
Helmuth,0,0,1,0,0,0
Zea,1,1,0,0,0,1
Nadine,1,0,1,0,0,1
Haley,0,0,0,0,1,1
Wenda,1,1,0,0,0,1
Selestina,1,1,1,0,0,1
Dix,0,0,0,0,0,1
Barri,1,0,0,0,0,0
Kamilah,0,0,1,0,0,1
Elaine,1,0,1,1,0,1
Isa,1,1,0,1,0,1
Loleta,1,1,1,0,0,1
Aidan,0,0,0,1,0,1
Fanny,0,0,0,0,1,1
Raoul,0,0,0,0,0,0
Algernon,0,0,1,1,0,0
Joly,0,0,0,0,1,1
Berenice,1,0,1,0,0,1
Vinny,0,0,0,0,1,0
Othella,1,1,1,1,0,1
Adeline,1,0,1,1,0,1
Therese,1,0,1,0,0,1
Sherie,1,0,1,0,0,1
Susette,1,0,1,0,0,1
Winonah,0,0,1,0,0,1
Jefry,0,0,0,0,1,0
Corny,0,0,0,0,1,1
Krystalle,1,0,1,0,1,1
Carrie,1,0,1,0,0,1
Bessy,0,0,0,0,1,1
Jean-Luc,0,0,1,0,0,0
Joane,1,0,0,0,0,1
Merridie,1,0,1,0,0,1
Aloisia,1,1,1,1,0,1
Cory,0,0,0,0,1,0
Stefan,0,0,1,0,0,0
Higgins,0,0,1,0,0,0
Flori,1,0,0,0,0,1
Gisela,1,1,1,0,0,1
Nikkie,1,0,1,0,0,1
Roxanne,1,0,1,0,0,1
Zuzana,1,1,1,0,0,1
Layne,1,0,0,0,1,1
Bartolomeo,0,0,1,0,0,0
Clarine,1,0,1,0,0,1
Marketa,1,1,1,0,0,1
Rutter,0,0,1,0,0,0
Amalea,1,1,1,1,0,1
Issi,1,0,0,1,0,1
Erhart,0,0,1,1,0,0
Reuben,0,0,1,0,0,0
Jereme,1,0,1,0,0,0
Whittaker,0,0,1,0,0,0
Reiko,0,0,0,0,0,1
Reilly,0,0,1,0,1,0
Billie,1,0,1,0,0,1
Amie,0,0,0,1,0,1
Sanders,0,0,1,0,0,0
Jessie,1,0,1,0,0,1
Uta,1,1,0,1,0,1
Niels,0,0,0,0,0,0
Anselma,1,1,1,1,0,1
Sayre,1,0,0,0,1,1
Sharl,0,0,0,0,0,1
Vikkie,1,0,1,0,0,1
Armond,0,0,1,1,0,0
Dee Dee,1,0,1,0,0,1
Vin,0,0,0,0,0,1
Leia,1,1,0,0,0,1
Mathew,0,0,1,0,0,0
Farrand,0,0,1,0,0,1
Joceline,1,0,1,0,0,1
Shelby,0,0,1,0,1,0
Scott,0,0,0,0,0,0
Blancha,1,1,1,0,0,1
Magdalen,0,0,1,0,0,1
Hedwig,0,0,1,0,0,1
Martyn,0,0,1,0,1,0
Warden,0,0,1,0,0,0
Bjorn,0,0,0,0,0,0
Jayne,1,0,0,0,1,1
Hailey,0,0,1,0,1,0
Shawn,0,0,0,0,0,1
Devin,0,0,0,0,0,1
Katrine,1,0,1,0,0,1
Tonya,1,1,0,0,1,1
Harvard,0,0,1,0,0,0
Frederick,0,0,1,0,0,0
Gershon,0,0,1,0,0,0
Karmen,0,0,1,0,0,1
Harrison,0,0,1,0,0,0
Loralie,1,0,1,0,0,1
Kalli,1,0,0,0,0,1
Owen,0,0,0,1,0,0
Fionnula,1,1,1,0,0,1
Teena,1,1,0,0,0,1
